customer_id,customer_name,region,customer_type,registration_date
CUST0912,Deepak Raj,Madurai,Individual,2026-06-24
CUST0913,Keerthi Iyer,Trichy,Individual,2023-04-09
CUST0914,Surya Mohan,Erode,Individual,2024-03-23
CUST0915,Akash Menon,Coimbatore,Individual,2025-11-25
CUST0916,Vijay Reddy,Tirunelveli,Individual,2024-01-12
CUST0917,Deepak Menon,Chennai,Individual,2023-12-05
CUST0918,Deepak Nair,Erode,Individual,2024-11-23
CUST0919,Sanjay Reddy,Chennai,Individual,2023-08-03
CUST0920,Dinesh Nair,Trichy,Individual,2025-07-02
CUST0921,Manoj Reddy,Tirunelveli,Individual,2024-05-31
CUST0922,Divya Krishnan,Trichy,Individual,2024-11-04
CUST0923,Akash Balan,Chennai,Individual,2025-04-15
CUST0924,Kavya Krishnan,Vellore,Individual,2025-04-21
CUST0925,Rahul Raj,Coimbatore,Individual,2023-11-22
CUST0926,Vijay Iyer,Madurai,Individual,2025-03-06
CUST0927,Vijay Reddy,Erode,Individual,2025-07-17
CUST0928,Naveen Raj,Tirunelveli,Individual,2024-03-15
CUST0929,Priya Mohan,Vellore,Individual,2025-01-14
CUST0930,Deepak Iyer,Erode,Business,2025-03-26
CUST0931,Manoj Sharma,Coimbatore,Individual,2024-12-09
CUST0932,Anitha Nair,Madurai,Individual,2023-02-02
CUST0933,Akash Balan,Chennai,Individual,2024-01-15
CUST0934,Akash Krishnan,Salem,Business,2023-09-20
CUST0935,Manoj Krishnan,Vellore,Individual,2025-08-21
CUST0936,Priya Nair,Trichy,Business,2025-08-15
CUST0937,Priya Reddy,Coimbatore,Individual,2026-07-08
CUST0938,Karthik Mohan,Coimbatore,Individual,2023-10-15
CUST0939,Naveen Balan,Salem,Individual,2025-03-29
CUST0940,Sanjay Balan,Madurai,Individual,2025-09-11
CUST0941,Sanjay Nair,Chennai,Individual,2023-03-01
CUST0942,Naveen Menon,Chennai,Individual,2026-08-12
CUST0943,Sanjay Balan,Chennai,Individual,2023-11-04
CUST0944,Deepak Balan,Erode,Individual,2024-01-21
CUST0945,Kavya Raj,Coimbatore,Individual,2025-10-20
CUST0946,Priya Raj,Coimbatore,Business,2024-05-29
CUST0947,Sanjay Mohan,Chennai,Individual,2023-11-13
CUST0948,Priya Kumar,Coimbatore,Individual,2023-05-09
CUST0949,Surya Sharma,Salem,Individual,2023-04-19
CUST0950,Surya Reddy,Erode,Individual,2025-06-20
CUST0951,Karthik Raj,Trichy,Individual,2024-04-24
CUST0952,Surya Sharma,Coimbatore,Individual,2025-02-21
CUST0953,Deepak Sharma,Madurai,Individual,2025-12-12
CUST0954,Divya Krishnan,Chennai,Individual,2023-04-15
CUST0955,Karthik Nair,Erode,Individual,2023-05-13
CUST0956,Rahul Reddy,Madurai,Individual,2023-01-13
CUST0957,Naveen Mohan,Chennai,Business,2026-08-27
CUST0958,Arun Iyer,Chennai,Individual,2024-10-02
CUST0959,Naveen Mohan,Tirunelveli,Individual,2024-02-15
CUST0960,Swathi Reddy,Madurai,Business,2023-10-18
CUST0961,Sanjay Mohan,Vellore,Individual,2026-02-07
CUST0962,Surya Sharma,Madurai,Individual,2024-07-08
CUST0963,Manoj Raj,Trichy,Individual,2025-03-05
CUST0964,Kavya Mohan,Chennai,Business,2023-10-20
CUST0965,Arun Sharma,Erode,Individual,2026-02-21
CUST0966,Surya Mohan,Erode,Individual,2023-08-01
CUST0967,Meena Iyer,Erode,Individual,2024-08-12
CUST0968,Meena Menon,Erode,Individual,2025-03-02
CUST0969,Deepak Krishnan,Vellore,Business,2025-07-04
CUST0970,Dinesh Nair,Tirunelveli,Business,2024-03-28
CUST0971,Akash Raj,Madurai,Business,2026-05-06
CUST0972,Naveen Nair,Trichy,Individual,2024-11-24
CUST0973,Kavya Krishnan,Erode,Business,2024-07-31
CUST0974,Divya Reddy,Chennai,Individual,2026-06-08
CUST0975,Dinesh Balan,Chennai,Individual,2024-10-29
CUST0976,Rahul Menon,Coimbatore,Individual,2023-10-25
CUST0977,Surya Nair,Salem,Individual,2023-05-18
CUST0978,Swathi Reddy,Salem,Individual,2023-12-28
CUST0979,Manoj Raj,Coimbatore,Individual,2024-04-10
CUST0980,Swathi Kumar,Madurai,Individual,2024-11-24
CUST0981,Naveen Iyer,Madurai,Individual,2023-10-10
CUST0982,Vijay Iyer,Vellore,Individual,2026-06-20
CUST0983,Dinesh Nair,Erode,Business,2024-10-21
CUST0984,Meena Sharma,Vellore,Individual,2026-05-27
CUST0985,Arun Menon,Chennai,Business,2024-10-08
CUST0986,Harish Nair,Trichy,Individual,2024-06-21
CUST0987,Keerthi Mohan,Salem,Individual,2023-07-13
CUST0988,Vijay Sharma,Chennai,Individual,2024-11-20
CUST0989,Anitha Balan,Trichy,Business,2023-09-29
CUST0990,Rahul Kumar,Erode,Business,2025-07-22
CUST0991,Rahul Mohan,Tirunelveli,Individual,2025-02-14
CUST0992,Karthik Krishnan,Erode,Individual,2023-04-30
CUST0993,Swathi Sharma,Chennai,Individual,2024-06-23
CUST0994,Harish Kumar,Salem,Individual,2026-04-27
CUST0995,Akash Krishnan,Coimbatore,Individual,2023-11-13
CUST0996,Deepak Mohan,Salem,Individual,2023-01-01
CUST0997,Harish Krishnan,Chennai,Individual,2024-07-07
CUST0998,Sanjay Raj,Chennai,Individual,2025-06-13
CUST0999,Priya Balan,Chennai,Individual,2025-02-23
CUST1000,Priya Mohan,Salem,Individual,2023-06-18
